#File name: D:\kx02量子试验计划制定软件\plan test\J2K2CZ05-for Quantum_v1.2\2月16日下午短期计划\SE201702160114LJ\KX02_SE_B20170216_01_14LJ_deframe.txt
#Satellite: DAMPE
#REF_FRAME: J2000
#Created: 2017-02-16T15:23:23
#Created: 2017-02-16T15:23:23
#Prepared by University of Science and Technology of China
#Please send comments and suggestions to lfz@ustc.edu.cn
#-----------------------------------------------------------------------------------------------
实验任务类型:星地量子纠缠分发
地面站代号:LJZ
N T B Lon Lat Alt X Y Z VX VY VZ
2818 2017-02-16T17:36:01 2017-02-16T17:36:01 100.213 33.338 506908.200 -5024513.510 2799900.614 3772301.766 -3047.782 3025.039 -6281.439
2818 2017-02-16T17:36:02 2017-02-16T17:36:02 100.197 33.275 506899.600 -5027558.319 2802924.040 3766017.804 -3041.631 3021.610 -6286.065
2818 2017-02-16T17:36:03 2017-02-16T17:36:03 100.181 33.212 506890.900 -5030596.974 2805944.035 3759729.220 -3035.476 3018.178 -6290.683
2818 2017-02-16T17:36:04 2017-02-16T17:36:04 100.165 33.149 506882.300 -5033629.472 2808960.595 3753436.021 -3029.318 3014.742 -6295.294
2818 2017-02-16T17:36:05 2017-02-16T17:36:05 100.150 33.087 506873.600 -5036655.809 2811973.718 3747138.216 -3023.155 3011.302 -6299.897
2818 2017-02-16T17:36:06 2017-02-16T17:36:06 100.134 33.024 506865.000 -5039675.983 2814983.399 3740835.811 -3016.989 3007.859 -6304.492
2818 2017-02-16T17:36:07 2017-02-16T17:36:07 100.118 32.961 506856.400 -5042689.987 2817989.635 3734528.816 -3010.819 3004.412 -6309.079
2818 2017-02-16T17:36:08 2017-02-16T17:36:08 100.103 32.898 506847.800 -5045697.821 2820992.421 3728217.236 -3004.646 3000.961 -6313.658
2818 2017-02-16T17:36:09 2017-02-16T17:36:09 100.087 32.835 506839.300 -5048699.478 2823991.755 3721901.081 -2998.469 2997.506 -6318.230
2818 2017-02-16T17:36:10 2017-02-16T17:36:10 100.071 32.773 506830.700 -5051694.957 2826987.632 3715580.358 -2992.288 2994.048 -6322.794
2818 2017-02-16T17:36:11 2017-02-16T17:36:11 100.056 32.710 506822.100 -5054684.252 2829980.050 3709255.075 -2986.103 2990.586 -6327.351
2818 2017-02-16T17:36:12 2017-02-16T17:36:12 100.040 32.647 506813.600 -5057667.361 2832969.003 3702925.238 -2979.915 2987.121 -6331.899
2818 2017-02-16T17:36:13 2017-02-16T17:36:13 100.025 32.584 506805.100 -5060644.280 2835954.489 3696590.857 -2973.724 2983.652 -6336.440
2818 2017-02-16T17:36:14 2017-02-16T17:36:14 100.009 32.521 506796.600 -5063615.005 2838936.504 3690251.939 -2967.528 2980.179 -6340.973
2818 2017-02-16T17:36:15 2017-02-16T17:36:15 99.993 32.459 506788.100 -5066579.532 2841915.044 3683908.492 -2961.329 2976.703 -6345.498
2818 2017-02-16T17:36:16 2017-02-16T17:36:16 99.978 32.396 506779.600 -5069537.859 2844890.106 3677560.523 -2955.126 2973.223 -6350.016
2818 2017-02-16T17:36:17 2017-02-16T17:36:17 99.962 32.333 506771.100 -5072489.980 2847861.686 3671208.041 -2948.920 2969.739 -6354.525
2818 2017-02-16T17:36:18 2017-02-16T17:36:18 99.947 32.270 506762.600 -5075435.893 2850829.780 3664851.052 -2942.710 2966.251 -6359.027
2818 2017-02-16T17:36:19 2017-02-16T17:36:19 99.931 32.207 506754.200 -5078375.594 2853794.385 3658489.566 -2936.496 2962.760 -6363.521
2818 2017-02-16T17:36:20 2017-02-16T17:36:20 99.916 32.144 506745.700 -5081309.080 2856755.497 3652123.589 -2930.279 2959.266 -6368.008
2818 2017-02-16T17:36:21 2017-02-16T17:36:21 99.900 32.082 506737.300 -5084236.346 2859713.112 3645753.129 -2924.058 2955.767 -6372.486
2818 2017-02-16T17:36:22 2017-02-16T17:36:22 99.885 32.019 506728.900 -5087157.390 2862667.227 3639378.195 -2917.834 2952.266 -6376.957
2818 2017-02-16T17:36:23 2017-02-16T17:36:23 99.869 31.956 506720.500 -5090072.207 2865617.838 3632998.794 -2911.606 2948.760 -6381.420
2818 2017-02-16T17:36:24 2017-02-16T17:36:24 99.854 31.893 506712.100 -5092980.794 2868564.942 3626614.934 -2905.374 2945.251 -6385.875
2818 2017-02-16T17:36:25 2017-02-16T17:36:25 99.839 31.830 506703.700 -5095883.148 2871508.535 3620226.622 -2899.139 2941.738 -6390.322
2818 2017-02-16T17:36:26 2017-02-16T17:36:26 99.823 31.767 506695.400 -5098779.264 2874448.613 3613833.868 -2892.901 2938.222 -6394.761
2818 2017-02-16T17:36:27 2017-02-16T17:36:27 99.808 31.705 506687.000 -5101669.140 2877385.173 3607436.677 -2886.658 2934.702 -6399.193
2818 2017-02-16T17:36:28 2017-02-16T17:36:28 99.793 31.642 506678.700 -5104552.772 2880318.211 3601035.059 -2880.413 2931.178 -6403.616
2818 2017-02-16T17:36:29 2017-02-16T17:36:29 99.777 31.579 506670.400 -5107430.156 2883247.724 3594629.021 -2874.163 2927.651 -6408.032
2818 2017-02-16T17:36:30 2017-02-16T17:36:30 99.762 31.516 506662.100 -5110301.289 2886173.707 3588218.571 -2867.910 2924.120 -6412.440
2818 2017-02-16T17:36:31 2017-02-16T17:36:31 99.746 31.453 506653.800 -5113166.167 2889096.158 3581803.717 -2861.654 2920.586 -6416.840
2818 2017-02-16T17:36:32 2017-02-16T17:36:32 99.731 31.390 506645.500 -5116024.786 2892015.072 3575384.467 -2855.394 2917.048 -6421.232
2818 2017-02-16T17:36:33 2017-02-16T17:36:33 99.716 31.328 506637.200 -5118877.144 2894930.447 3568960.828 -2849.131 2913.507 -6425.617
2818 2017-02-16T17:36:34 2017-02-16T17:36:34 99.701 31.265 506629.000 -5121723.236 2897842.279 3562532.809 -2842.864 2909.962 -6429.993
2818 2017-02-16T17:36:35 2017-02-16T17:36:35 99.685 31.202 506620.700 -5124563.060 2900750.563 3556100.417 -2836.594 2906.413 -6434.362
2818 2017-02-16T17:36:36 2017-02-16T17:36:36 99.670 31.139 506612.500 -5127396.611 2903655.297 3549663.660 -2830.320 2902.861 -6438.722
2818 2017-02-16T17:36:37 2017-02-16T17:36:37 99.655 31.076 506604.300 -5130223.887 2906556.477 3543222.547 -2824.043 2899.305 -6443.075
2818 2017-02-16T17:36:38 2017-02-16T17:36:38 99.640 31.013 506596.100 -5133044.883 2909454.099 3536777.084 -2817.762 2895.746 -6447.420
2818 2017-02-16T17:36:39 2017-02-16T17:36:39 99.624 30.951 506587.900 -5135859.597 2912348.160 3530327.281 -2811.478 2892.183 -6451.757
2818 2017-02-16T17:36:40 2017-02-16T17:36:40 99.609 30.888 506579.700 -5138668.025 2915238.657 3523873.144 -2805.190 2888.617 -6456.086
2818 2017-02-16T17:36:41 2017-02-16T17:36:41 99.594 30.825 506571.600 -5141470.163 2918125.585 3517414.682 -2798.899 2885.047 -6460.407
2818 2017-02-16T17:36:42 2017-02-16T17:36:42 99.579 30.762 506563.500 -5144266.007 2921008.941 3510951.903 -2792.604 2881.473 -6464.720
2818 2017-02-16T17:36:43 2017-02-16T17:36:43 99.564 30.699 506555.300 -5147055.556 2923888.722 3504484.815 -2786.306 2877.896 -6469.025
2818 2017-02-16T17:36:44 2017-02-16T17:36:44 99.549 30.636 506547.200 -5149838.804 2926764.924 3498013.425 -2780.005 2874.316 -6473.323
2818 2017-02-16T17:36:45 2017-02-16T17:36:45 99.534 30.573 506539.100 -5152615.750 2929637.543 3491537.741 -2773.700 2870.732 -6477.612
2818 2017-02-16T17:36:46 2017-02-16T17:36:46 99.519 30.511 506531.000 -5155386.388 2932506.577 3485057.773 -2767.392 2867.144 -6481.893
2818 2017-02-16T17:36:47 2017-02-16T17:36:47 99.503 30.448 506523.000 -5158150.717 2935372.022 3478573.526 -2761.080 2863.553 -6486.167
2818 2017-02-16T17:36:48 2017-02-16T17:36:48 99.488 30.385 506514.900 -5160908.732 2938233.873 3472085.010 -2754.765 2859.959 -6490.432
2818 2017-02-16T17:36:49 2017-02-16T17:36:49 99.473 30.322 506506.900 -5163660.430 2941092.128 3465592.232 -2748.447 2856.360 -6494.690
2818 2017-02-16T17:36:50 2017-02-16T17:36:50 99.458 30.259 506498.900 -5166405.808 2943946.783 3459095.200 -2742.125 2852.759 -6498.940
2818 2017-02-16T17:36:51 2017-02-16T17:36:51 99.443 30.196 506490.900 -5169144.862 2946797.834 3452593.923 -2735.800 2849.154 -6503.181
2818 2017-02-16T17:36:52 2017-02-16T17:36:52 99.428 30.133 506482.900 -5171877.589 2949645.279 3446088.408 -2729.472 2845.545 -6507.415
2818 2017-02-16T17:36:53 2017-02-16T17:36:53 99.413 30.070 506474.900 -5174603.986 2952489.113 3439578.663 -2723.140 2841.933 -6511.641
2818 2017-02-16T17:36:54 2017-02-16T17:36:54 99.398 30.008 506467.000 -5177324.049 2955329.333 3433064.696 -2716.805 2838.318 -6515.858
2818 2017-02-16T17:36:55 2017-02-16T17:36:55 99.383 29.945 506459.000 -5180037.775 2958165.936 3426546.515 -2710.466 2834.699 -6520.068
2818 2017-02-16T17:36:56 2017-02-16T17:36:56 99.368 29.882 506451.100 -5182745.161 2960998.918 3420024.129 -2704.125 2831.076 -6524.270
2818 2017-02-16T17:36:57 2017-02-16T17:36:57 99.353 29.819 506443.200 -5185446.203 2963828.275 3413497.545 -2697.779 2827.450 -6528.463
2818 2017-02-16T17:36:58 2017-02-16T17:36:58 99.338 29.756 506435.300 -5188140.899 2966654.005 3406966.771 -2691.431 2823.821 -6532.649
2818 2017-02-16T17:36:59 2017-02-16T17:36:59 99.323 29.693 506427.400 -5190823.873 2969470.463 3400444.889 -2685.092 2820.195 -6536.818
2818 2017-02-16T17:37:00 2017-02-16T17:37:00 99.309 29.631 506419.600 -5193505.877 2972288.934 3393905.767 -2678.737 2816.559 -6540.988
2818 2017-02-16T17:37:01 2017-02-16T17:37:01 99.294 29.568 506411.700 -5196181.524 2975103.767 3387362.480 -2672.379 2812.919 -6545.150
2818 2017-02-16T17:37:02 2017-02-16T17:37:02 99.279 29.505 506403.900 -5198850.811 2977914.958 3380815.035 -2666.017 2809.276 -6549.303
2818 2017-02-16T17:37:03 2017-02-16T17:37:03 99.264 29.442 506396.100 -5201513.735 2980722.504 3374263.441 -2659.652 2805.629 -6553.449
2818 2017-02-16T17:37:04 2017-02-16T17:37:04 99.249 29.379 506388.300 -5204170.292 2983526.401 3367707.704 -2653.284 2801.979 -6557.586
2818 2017-02-16T17:37:05 2017-02-16T17:37:05 99.234 29.316 506380.500 -5206820.479 2986326.647 3361147.835 -2646.913 2798.325 -6561.716
2818 2017-02-16T17:37:06 2017-02-16T17:37:06 99.219 29.253 506372.700 -5209464.293 2989123.237 3354583.839 -2640.538 2794.668 -6565.837
2818 2017-02-16T17:37:07 2017-02-16T17:37:07 99.205 29.190 506365.000 -5212101.730 2991916.168 3348015.726 -2634.160 2791.008 -6569.951
2818 2017-02-16T17:37:08 2017-02-16T17:37:08 99.190 29.127 506357.200 -5214732.787 2994705.437 3341443.503 -2627.779 2787.344 -6574.056
2818 2017-02-16T17:37:09 2017-02-16T17:37:09 99.175 29.064 506349.500 -5217357.462 2997491.040 3334867.180 -2621.395 2783.677 -6578.153
2818 2017-02-16T17:37:10 2017-02-16T17:37:10 99.160 29.002 506341.800 -5219975.751 3000272.975 3328286.762 -2615.007 2780.006 -6582.242
2818 2017-02-16T17:37:11 2017-02-16T17:37:11 99.145 28.939 506334.100 -5222587.650 3003051.236 3321702.260 -2608.617 2776.332 -6586.323
2818 2017-02-16T17:37:12 2017-02-16T17:37:12 99.131 28.876 506326.500 -5225193.157 3005825.822 3315113.680 -2602.223 2772.655 -6590.396
2818 2017-02-16T17:37:13 2017-02-16T17:37:13 99.116 28.813 506318.800 -5227792.267 3008596.729 3308521.031 -2595.826 2768.974 -6594.461
2818 2017-02-16T17:37:14 2017-02-16T17:37:14 99.101 28.750 506311.200 -5230384.979 3011363.953 3301924.321 -2589.425 2765.289 -6598.518
2818 2017-02-16T17:37:15 2017-02-16T17:37:15 99.087 28.687 506303.600 -5232971.289 3014127.491 3295323.558 -2583.022 2761.602 -6602.567
2818 2017-02-16T17:37:16 2017-02-16T17:37:16 99.072 28.624 506296.000 -5235551.194 3016887.339 3288718.750 -2576.615 2757.911 -6606.608
2818 2017-02-16T17:37:17 2017-02-16T17:37:17 99.057 28.561 506288.400 -5238124.690 3019643.494 3282109.906 -2570.205 2754.216 -6610.640
2818 2017-02-16T17:37:18 2017-02-16T17:37:18 99.043 28.498 506280.800 -5240691.774 3022395.953 3275497.033 -2563.792 2750.518 -6614.665
2818 2017-02-16T17:37:19 2017-02-16T17:37:19 99.028 28.435 506273.300 -5243252.444 3025144.713 3268880.139 -2557.376 2746.817 -6618.681
2818 2017-02-16T17:37:20 2017-02-16T17:37:20 99.013 28.372 506265.700 -5245806.696 3027889.770 3262259.233 -2550.957 2743.113 -6622.689
2818 2017-02-16T17:37:21 2017-02-16T17:37:21 98.999 28.310 506258.200 -5248354.527 3030631.120 3255634.323 -2544.535 2739.405 -6626.689
2818 2017-02-16T17:37:22 2017-02-16T17:37:22 98.984 28.247 506250.700 -5250895.933 3033368.760 3249005.417 -2538.109 2735.694 -6630.681
2818 2017-02-16T17:37:23 2017-02-16T17:37:23 98.969 28.184 506243.200 -5253430.913 3036102.688 3242372.522 -2531.680 2731.979 -6634.665
2818 2017-02-16T17:37:24 2017-02-16T17:37:24 98.955 28.121 506235.800 -5255959.462 3038832.899 3235735.648 -2525.249 2728.261 -6638.641
2818 2017-02-16T17:37:25 2017-02-16T17:37:25 98.940 28.058 506228.300 -5258481.577 3041559.390 3229094.802 -2518.814 2724.540 -6642.608
2818 2017-02-16T17:37:26 2017-02-16T17:37:26 98.926 27.995 506220.900 -5260997.256 3044282.158 3222449.992 -2512.376 2720.815 -6646.568
2818 2017-02-16T17:37:27 2017-02-16T17:37:27 98.911 27.932 506213.500 -5263506.495 3047001.200 3215801.227 -2505.935 2717.087 -6650.519
2818 2017-02-16T17:37:28 2017-02-16T17:37:28 98.896 27.869 506206.100 -5266009.292 3049716.512 3209148.515 -2499.491 2713.356 -6654.462
2818 2017-02-16T17:37:29 2017-02-16T17:37:29 98.882 27.806 506198.700 -5268505.643 3052428.091 3202491.863 -2493.044 2709.621 -6658.397
2818 2017-02-16T17:37:30 2017-02-16T17:37:30 98.867 27.743 506191.400 -5270995.545 3055135.933 3195831.280 -2486.594 2705.883 -6662.323
2818 2017-02-16T17:37:31 2017-02-16T17:37:31 98.853 27.680 506184.000 -5273478.994 3057840.036 3189166.775 -2480.140 2702.142 -6666.242
2818 2017-02-16T17:37:32 2017-02-16T17:37:32 98.838 27.618 506176.700 -5275955.989 3060540.396 3182498.356 -2473.684 2698.397 -6670.152
2818 2017-02-16T17:37:33 2017-02-16T17:37:33 98.824 27.555 506169.400 -5278426.526 3063237.009 3175826.030 -2467.225 2694.649 -6674.055
2818 2017-02-16T17:37:34 2017-02-16T17:37:34 98.809 27.492 506162.100 -5280890.602 3065929.873 3169149.805 -2460.762 2690.898 -6677.949
2818 2017-02-16T17:37:35 2017-02-16T17:37:35 98.795 27.429 506154.900 -5283348.214 3068618.983 3162469.691 -2454.297 2687.144 -6681.834
2818 2017-02-16T17:37:36 2017-02-16T17:37:36 98.780 27.366 506147.600 -5285799.358 3071304.338 3155785.695 -2447.829 2683.386 -6685.712
2818 2017-02-16T17:37:37 2017-02-16T17:37:37 98.766 27.303 506140.400 -5288244.033 3073985.932 3149097.825 -2441.357 2679.625 -6689.581
2818 2017-02-16T17:37:38 2017-02-16T17:37:38 98.751 27.240 506133.200 -5290682.234 3076663.764 3142406.090 -2434.883 2675.860 -6693.443
2818 2017-02-16T17:37:39 2017-02-16T17:37:39 98.737 27.177 506126.000 -5293113.960 3079337.830 3135710.497 -2428.406 2672.093 -6697.296
2818 2017-02-16T17:37:40 2017-02-16T17:37:40 98.723 27.114 506118.800 -5295539.206 3082008.126 3129011.056 -2421.925 2668.322 -6701.140
2818 2017-02-16T17:37:41 2017-02-16T17:37:41 98.708 27.051 506111.700 -5297957.970 3084674.650 3122307.773 -2415.442 2664.548 -6704.977
2818 2017-02-16T17:37:42 2017-02-16T17:37:42 98.694 26.988 506104.600 -5300370.250 3087337.398 3115600.658 -2408.956 2660.770 -6708.805
2818 2017-02-16T17:37:43 2017-02-16T17:37:43 98.680 26.925 506097.400 -5302776.041 3089996.367 3108889.719 -2402.466 2656.990 -6712.625
2818 2017-02-16T17:37:44 2017-02-16T17:37:44 98.665 26.862 506090.400 -5305175.341 3092651.553 3102174.964 -2395.974 2653.206 -6716.437
2818 2017-02-16T17:37:45 2017-02-16T17:37:45 98.651 26.799 506083.300 -5307568.148 3095302.953 3095456.400 -2389.479 2649.418 -6720.241
2818 2017-02-16T17:37:46 2017-02-16T17:37:46 98.636 26.736 506076.200 -5309954.458 3097950.565 3088734.038 -2382.981 2645.628 -6724.036
2818 2017-02-16T17:37:47 2017-02-16T17:37:47 98.622 26.674 506069.200 -5312334.268 3100594.384 3082007.883 -2376.480 2641.834 -6727.823
2818 2017-02-16T17:37:48 2017-02-16T17:37:48 98.608 26.610 506062.200 -5314707.575 3103234.408 3075277.946 -2369.976 2638.037 -6731.602
2818 2017-02-16T17:37:49 2017-02-16T17:37:49 98.593 26.548 506055.200 -5317074.377 3105870.633 3068544.234 -2363.469 2634.237 -6735.373
2818 2017-02-16T17:37:50 2017-02-16T17:37:50 98.579 26.485 506048.200 -5319434.670 3108503.056 3061806.755 -2356.960 2630.434 -6739.135
2818 2017-02-16T17:37:51 2017-02-16T17:37:51 98.565 26.422 506041.200 -5321788.452 3111131.674 3055065.517 -2350.447 2626.627 -6742.889
2818 2017-02-16T17:37:52 2017-02-16T17:37:52 98.551 26.359 506034.300 -5324135.720 3113756.484 3048320.530 -2343.932 2622.817 -6746.635
2818 2017-02-16T17:37:53 2017-02-16T17:37:53 98.536 26.296 506027.400 -5326476.471 3116377.482 3041571.801 -2337.413 2619.004 -6750.373
2818 2017-02-16T17:37:54 2017-02-16T17:37:54 98.522 26.233 506020.500 -5328810.702 3118994.665 3034819.338 -2330.892 2615.188 -6754.102
2818 2017-02-16T17:37:55 2017-02-16T17:37:55 98.508 26.170 506013.600 -5331138.410 3121608.030 3028063.150 -2324.368 2611.368 -6757.823
2818 2017-02-16T17:37:56 2017-02-16T17:37:56 98.494 26.107 506006.700 -5333459.592 3124217.574 3021303.245 -2317.841 2607.546 -6761.535
2818 2017-02-16T17:37:57 2017-02-16T17:37:57 98.479 26.044 505999.900 -5335774.246 3126823.294 3014539.632 -2311.312 2603.720 -6765.240
2818 2017-02-16T17:37:58 2017-02-16T17:37:58 98.465 25.981 505993.100 -5338082.368 3129425.186 3007772.318 -2304.779 2599.891 -6768.936
2818 2017-02-16T17:37:59 2017-02-16T17:37:59 98.451 25.918 505986.300 -5340379.359 3132018.055 3001014.858 -2298.257 2596.066 -6772.616
2818 2017-02-16T17:38:00 2017-02-16T17:38:00 98.437 25.855 505979.500 -5342674.424 3134612.290 2994240.175 -2291.718 2592.231 -6776.296
2818 2017-02-16T17:38:01 2017-02-16T17:38:01 98.423 25.792 505972.700 -5344962.948 3137202.688 2987461.817 -2285.177 2588.392 -6779.967
2818 2017-02-16T17:38:02 2017-02-16T17:38:02 98.408 25.729 505966.000 -5347244.930 3139789.246 2980679.792 -2278.634 2584.550 -6783.630
2818 2017-02-16T17:38:03 2017-02-16T17:38:03 98.394 25.666 505959.300 -5349520.366 3142371.960 2973894.108 -2272.087 2580.705 -6787.284
2818 2017-02-16T17:38:04 2017-02-16T17:38:04 98.380 25.603 505952.600 -5351789.254 3144950.827 2967104.773 -2265.537 2576.857 -6790.930
2818 2017-02-16T17:38:05 2017-02-16T17:38:05 98.366 25.540 505945.900 -5354051.591 3147525.845 2960311.796 -2258.985 2573.006 -6794.568
2818 2017-02-16T17:38:06 2017-02-16T17:38:06 98.352 25.477 505939.200 -5356307.374 3150097.010 2953515.186 -2252.430 2569.151 -6798.198
2818 2017-02-16T17:38:07 2017-02-16T17:38:07 98.338 25.414 505932.600 -5358556.601 3152664.318 2946714.950 -2245.873 2565.294 -6801.819
2818 2017-02-16T17:38:08 2017-02-16T17:38:08 98.324 25.352 505926.000 -5360799.268 3155227.768 2939911.097 -2239.312 2561.433 -6805.432
2818 2017-02-16T17:38:09 2017-02-16T17:38:09 98.310 25.288 505919.400 -5363035.374 3157787.355 2933103.635 -2232.749 2557.569 -6809.036
2818 2017-02-16T17:38:10 2017-02-16T17:38:10 98.295 25.226 505912.800 -5365264.914 3160343.076 2926292.573 -2226.183 2553.702 -6812.632
2818 2017-02-16T17:38:11 2017-02-16T17:38:11 98.281 25.163 505906.200 -5367487.887 3162894.928 2919477.919 -2219.614 2549.832 -6816.220
2818 2017-02-16T17:38:12 2017-02-16T17:38:12 98.267 25.100 505899.700 -5369704.289 3165442.909 2912659.682 -2213.043 2545.959 -6819.799
2818 2017-02-16T17:38:13 2017-02-16T17:38:13 98.253 25.037 505893.200 -5371914.119 3167987.015 2905837.869 -2206.469 2542.083 -6823.370
2818 2017-02-16T17:38:14 2017-02-16T17:38:14 98.239 24.974 505886.700 -5374117.373 3170527.243 2899012.489 -2199.892 2538.203 -6826.933
2818 2017-02-16T17:38:15 2017-02-16T17:38:15 98.225 24.911 505880.200 -5376314.048 3173063.589 2892183.551 -2193.312 2534.321 -6830.487
2818 2017-02-16T17:38:16 2017-02-16T17:38:16 98.211 24.848 505873.800 -5378504.142 3175596.051 2885351.063 -2186.730 2530.435 -6834.033
2818 2017-02-16T17:38:17 2017-02-16T17:38:17 98.197 24.785 505867.300 -5380687.652 3178124.626 2878515.033 -2180.145 2526.546 -6837.571
2818 2017-02-16T17:38:18 2017-02-16T17:38:18 98.183 24.722 505860.900 -5382864.576 3180649.311 2871675.469 -2173.557 2522.654 -6841.100
2818 2017-02-16T17:38:19 2017-02-16T17:38:19 98.169 24.659 505854.500 -5385034.911 3183170.101 2864832.381 -2166.967 2518.759 -6844.621
2818 2017-02-16T17:38:20 2017-02-16T17:38:20 98.155 24.596 505848.200 -5387198.654 3185686.995 2857985.776 -2160.374 2514.861 -6848.133
2818 2017-02-16T17:38:21 2017-02-16T17:38:21 98.141 24.533 505841.800 -5389355.803 3188199.990 2851135.663 -2153.779 2510.960 -6851.637
2818 2017-02-16T17:38:22 2017-02-16T17:38:22 98.127 24.470 505835.500 -5391506.354 3190709.081 2844282.050 -2147.181 2507.056 -6855.132
2818 2017-02-16T17:38:23 2017-02-16T17:38:23 98.113 24.407 505829.200 -5393650.305 3193214.267 2837424.946 -2140.580 2503.148 -6858.619
2818 2017-02-16T17:38:24 2017-02-16T17:38:24 98.099 24.344 505822.900 -5395787.655 3195715.543 2830564.359 -2133.976 2499.238 -6862.098
2818 2017-02-16T17:38:25 2017-02-16T17:38:25 98.085 24.281 505816.700 -5397918.399 3198212.907 2823700.297 -2127.370 2495.325 -6865.568
2818 2017-02-16T17:38:26 2017-02-16T17:38:26 98.071 24.218 505810.400 -5400042.535 3200706.357 2816832.770 -2120.762 2491.408 -6869.030
2818 2017-02-16T17:38:27 2017-02-16T17:38:27 98.057 24.155 505804.200 -5402160.062 3203195.888 2809961.784 -2114.150 2487.489 -6872.484
2818 2017-02-16T17:38:28 2017-02-16T17:38:28 98.043 24.092 505798.000 -5404270.975 3205681.498 2803087.350 -2107.536 2483.566 -6875.929
2818 2017-02-16T17:38:29 2017-02-16T17:38:29 98.030 24.029 505791.800 -5406375.274 3208163.184 2796209.473 -2100.920 2479.640 -6879.365
2818 2017-02-16T17:38:30 2017-02-16T17:38:30 98.016 23.966 505785.700 -5408472.953 3210640.942 2789328.167 -2094.301 2475.712 -6882.793
2818 2017-02-16T17:38:31 2017-02-16T17:38:31 98.002 23.903 505779.600 -5410564.013 3213114.770 2782443.436 -2087.679 2471.780 -6886.213
2818 2017-02-16T17:38:32 2017-02-16T17:38:32 97.988 23.840 505773.500 -5412648.449 3215584.664 2775555.290 -2081.055 2467.845 -6889.624
2818 2017-02-16T17:38:33 2017-02-16T17:38:33 97.974 23.777 505767.400 -5414726.259 3218050.622 2768663.738 -2074.428 2463.907 -6893.027
2818 2017-02-16T17:38:34 2017-02-16T17:38:34 97.960 23.714 505761.300 -5416797.441 3220512.640 2761768.786 -2067.799 2459.967 -6896.421
2818 2017-02-16T17:38:35 2017-02-16T17:38:35 97.946 23.651 505755.300 -5418861.993 3222970.716 2754870.444 -2061.167 2456.023 -6899.807
2818 2017-02-16T17:38:36 2017-02-16T17:38:36 97.933 23.588 505749.300 -5420919.911 3225424.847 2747968.721 -2054.533 2452.076 -6903.184
2818 2017-02-16T17:38:37 2017-02-16T17:38:37 97.919 23.525 505743.300 -5422971.194 3227875.029 2741063.624 -2047.896 2448.126 -6906.553
2818 2017-02-16T17:38:38 2017-02-16T17:38:38 97.905 23.462 505737.300 -5425015.838 3230321.260 2734155.162 -2041.257 2444.173 -6909.914
2818 2017-02-16T17:38:39 2017-02-16T17:38:39 97.891 23.399 505731.300 -5427053.841 3232763.536 2727243.344 -2034.615 2440.218 -6913.265
2818 2017-02-16T17:38:40 2017-02-16T17:38:40 97.877 23.336 505725.400 -5429085.201 3235201.855 2720328.179 -2027.971 2436.259 -6916.609
2818 2017-02-16T17:38:41 2017-02-16T17:38:41 97.864 23.273 505719.500 -5431109.915 3237636.214 2713409.673 -2021.324 2432.297 -6919.944
2818 2017-02-16T17:38:42 2017-02-16T17:38:42 97.850 23.210 505713.600 -5433127.981 3240066.609 2706487.837 -2014.674 2428.332 -6923.270
2818 2017-02-16T17:38:43 2017-02-16T17:38:43 97.836 23.147 505707.800 -5435139.397 3242493.038 2699562.678 -2008.023 2424.365 -6926.588
2818 2017-02-16T17:38:44 2017-02-16T17:38:44 97.822 23.084 505701.900 -5437144.159 3244915.498 2692634.205 -2001.368 2420.394 -6929.898
2818 2017-02-16T17:38:45 2017-02-16T17:38:45 97.808 23.021 505696.100 -5439142.265 3247333.985 2685702.426 -1994.712 2416.420 -6933.199
2818 2017-02-16T17:38:46 2017-02-16T17:38:46 97.795 22.958 505690.300 -5441133.714 3249748.497 2678767.350 -1988.053 2412.444 -6936.491
2818 2017-02-16T17:38:47 2017-02-16T17:38:47 97.781 22.895 505684.600 -5443118.502 3252159.032 2671828.986 -1981.391 2408.464 -6939.775
2818 2017-02-16T17:38:48 2017-02-16T17:38:48 97.767 22.832 505678.800 -5445096.627 3254565.585 2664887.341 -1974.727 2404.481 -6943.050
2818 2017-02-16T17:38:49 2017-02-16T17:38:49 97.754 22.769 505673.100 -5447068.086 3256968.154 2657942.425 -1968.061 2400.496 -6946.317
2818 2017-02-16T17:38:50 2017-02-16T17:38:50 97.740 22.706 505667.400 -5449032.878 3259366.736 2650994.246 -1961.392 2396.508 -6949.576
2818 2017-02-16T17:38:51 2017-02-16T17:38:51 97.726 22.643 505661.700 -5450990.999 3261761.328 2644042.812 -1954.720 2392.516 -6952.826
2818 2017-02-16T17:38:52 2017-02-16T17:38:52 97.712 22.580 505656.100 -5452942.448 3264151.927 2637088.132 -1948.047 2388.522 -6956.067
2818 2017-02-16T17:38:53 2017-02-16T17:38:53 97.699 22.517 505650.500 -5454887.222 3266538.531 2630130.215 -1941.371 2384.525 -6959.300
2818 2017-02-16T17:38:54 2017-02-16T17:38:54 97.685 22.453 505644.900 -5456825.319 3268921.135 2623169.068 -1934.692 2380.525 -6962.524
2818 2017-02-16T17:38:55 2017-02-16T17:38:55 97.671 22.390 505639.300 -5458756.736 3271299.739 2616204.701 -1928.011 2376.521 -6965.740
2818 2017-02-16T17:38:56 2017-02-16T17:38:56 97.658 22.328 505633.700 -5460681.471 3273674.337 2609237.123 -1921.328 2372.515 -6968.947
